item,price,year,month,day,dow,is_holiday,corporation_A,corporation_B,corporation_C,corporation_D,corporation_E,corporation_F,location_J,location_S
TG,1930.0,2019,10,12,5,0,1,0,0,0,0,0,1,0
TG,1208.0,2019,10,14,0,0,1,0,0,0,0,0,1,0
TG,1137.0,2019,10,15,1,0,1,0,0,0,0,0,1,0
TG,947.0,2019,10,16,2,0,1,0,0,0,0,0,1,0
TG,1167.0,2019,10,17,3,0,1,0,0,0,0,0,1,0
TG,1568.0,2019,10,18,4,0,1,0,0,0,0,0,1,0
TG,1530.0,2019,10,19,5,0,1,0,0,0,0,0,1,0
TG,1349.0,2019,10,21,0,0,1,0,0,0,0,0,1,0
TG,1412.0,2019,10,22,1,0,1,0,0,0,0,0,1,0
TG,1011.0,2019,10,23,2,0,1,0,0,0,0,0,1,0
TG,1607.0,2019,10,24,3,0,1,0,0,0,0,0,1,0
TG,948.0,2019,10,25,4,0,1,0,0,0,0,0,1,0
TG,952.0,2019,10,26,5,0,1,0,0,0,0,0,1,0
TG,1054.0,2019,10,28,0,0,1,0,0,0,0,0,1,0
TG,792.0,2019,10,29,1,0,1,0,0,0,0,0,1,0
TG,853.0,2019,10,30,2,0,1,0,0,0,0,0,1,0
TG,644.0,2019,10,31,3,0,1,0,0,0,0,0,1,0
TG,866.0,2019,11,1,4,0,1,0,0,0,0,0,1,0
TG,859.0,2019,11,2,5,0,1,0,0,0,0,0,1,0
TG,780.0,2019,11,4,0,0,1,0,0,0,0,0,1,0
TG,859.0,2019,11,5,1,0,1,0,0,0,0,0,1,0
TG,797.0,2019,11,6,2,0,1,0,0,0,0,0,1,0
TG,934.0,2019,11,7,3,0,1,0,0,0,0,0,1,0
TG,897.0,2019,11,8,4,0,1,0,0,0,0,0,1,0
TG,1143.0,2019,11,9,5,0,1,0,0,0,0,0,1,0
TG,1036.0,2019,11,11,0,0,1,0,0,0,0,0,1,0
TG,943.0,2019,11,12,1,0,1,0,0,0,0,0,1,0
TG,927.0,2019,11,13,2,0,1,0,0,0,0,0,1,0
TG,969.0,2019,11,14,3,0,1,0,0,0,0,0,1,0
TG,897.0,2019,11,15,4,0,1,0,0,0,0,0,1,0
TG,876.0,2019,11,16,5,0,1,0,0,0,0,0,1,0
TG,848.0,2019,11,18,0,0,1,0,0,0,0,0,1,0
TG,602.0,2019,11,19,1,0,1,0,0,0,0,0,1,0
TG,878.0,2019,11,20,2,0,1,0,0,0,0,0,1,0
TG,1202.0,2019,11,21,3,0,1,0,0,0,0,0,1,0
TG,1267.0,2019,11,22,4,0,1,0,0,0,0,0,1,0
TG,1451.0,2019,11,23,5,0,1,0,0,0,0,0,1,0
TG,1143.0,2019,11,25,0,0,1,0,0,0,0,0,1,0
TG,843.0,2019,11,26,1,0,1,0,0,0,0,0,1,0
TG,898.0,2019,11,27,2,0,1,0,0,0,0,0,1,0
TG,911.0,2019,11,28,3,0,1,0,0,0,0,0,1,0
TG,1389.0,2019,11,29,4,0,1,0,0,0,0,0,1,0
TG,1483.0,2019,11,30,5,0,1,0,0,0,0,0,1,0
TG,1252.0,2019,12,2,0,0,1,0,0,0,0,0,1,0
TG,1110.0,2019,12,3,1,0,1,0,0,0,0,0,1,0
TG,1153.0,2019,12,4,2,0,1,0,0,0,0,0,1,0
TG,1100.0,2019,12,5,3,0,1,0,0,0,0,0,1,0
TG,869.0,2019,12,6,4,0,1,0,0,0,0,0,1,0
TG,765.0,2019,12,7,5,0,1,0,0,0,0,0,1,0
TG,1100.0,2019,12,9,0,0,1,0,0,0,0,0,1,0
TG,754.0,2019,12,10,1,0,1,0,0,0,0,0,1,0
TG,789.0,2019,12,11,2,0,1,0,0,0,0,0,1,0
TG,1135.0,2019,12,12,3,0,1,0,0,0,0,0,1,0
TG,1216.0,2019,12,13,4,0,1,0,0,0,0,0,1,0
TG,838.0,2019,12,14,5,0,1,0,0,0,0,0,1,0
TG,1147.0,2019,12,16,0,0,1,0,0,0,0,0,1,0
TG,723.0,2019,12,17,1,0,1,0,0,0,0,0,1,0
TG,903.0,2019,12,18,2,0,1,0,0,0,0,0,1,0
TG,928.0,2019,12,19,3,0,1,0,0,0,0,0,1,0
TG,796.0,2019,12,20,4,0,1,0,0,0,0,0,1,0
TG,1029.0,2019,12,21,5,0,1,0,0,0,0,0,1,0
TG,870.0,2019,12,23,0,0,1,0,0,0,0,0,1,0
TG,1279.0,2019,12,24,1,0,1,0,0,0,0,0,1,0
TG,803.0,2019,12,25,2,1,1,0,0,0,0,0,1,0
TG,908.0,2019,12,26,3,0,1,0,0,0,0,0,1,0
TG,770.0,2019,12,27,4,0,1,0,0,0,0,0,1,0
TG,787.0,2019,12,28,5,0,1,0,0,0,0,0,1,0
TG,1047.0,2019,12,30,0,0,1,0,0,0,0,0,1,0
TG,923.0,2019,12,31,1,0,1,0,0,0,0,0,1,0
TG,992.0,2020,1,3,4,0,1,0,0,0,0,0,1,0
TG,1043.0,2020,1,4,5,0,1,0,0,0,0,0,1,0
TG,1070.0,2020,1,6,0,0,1,0,0,0,0,0,1,0
TG,864.0,2020,1,7,1,0,1,0,0,0,0,0,1,0
TG,800.0,2020,1,8,2,0,1,0,0,0,0,0,1,0
TG,785.0,2020,1,9,3,0,1,0,0,0,0,0,1,0
TG,938.0,2020,1,10,4,0,1,0,0,0,0,0,1,0
TG,928.0,2020,1,11,5,0,1,0,0,0,0,0,1,0
TG,2662.0,2020,1,13,0,0,1,0,0,0,0,0,1,0
TG,2044.0,2020,1,14,1,0,1,0,0,0,0,0,1,0
TG,2740.0,2020,1,15,2,0,1,0,0,0,0,0,1,0
TG,2125.0,2020,1,16,3,0,1,0,0,0,0,0,1,0
TG,1754.0,2020,1,17,4,0,1,0,0,0,0,0,1,0
TG,2109.0,2020,1,18,5,0,1,0,0,0,0,0,1,0
TG,2433.0,2020,1,20,0,0,1,0,0,0,0,0,1,0
TG,2022.0,2020,1,21,1,0,1,0,0,0,0,0,1,0
TG,1602.0,2020,1,22,2,0,1,0,0,0,0,0,1,0
TG,1050.0,2020,1,23,3,0,1,0,0,0,0,0,1,0
TG,5685.0,2020,1,24,4,1,1,0,0,0,0,0,1,0
TG,1650.0,2020,1,28,1,0,1,0,0,0,0,0,1,0
TG,5054.0,2020,1,29,2,0,1,0,0,0,0,0,1,0
TG,1177.0,2020,1,30,3,0,1,0,0,0,0,0,1,0
TG,1449.0,2020,1,31,4,0,1,0,0,0,0,0,1,0
TG,1309.0,2020,2,1,5,0,1,0,0,0,0,0,1,0
TG,756.0,2020,2,3,0,0,1,0,0,0,0,0,1,0
TG,748.0,2020,2,4,1,0,1,0,0,0,0,0,1,0
TG,727.0,2020,2,5,2,0,1,0,0,0,0,0,1,0
TG,873.0,2020,2,6,3,0,1,0,0,0,0,0,1,0
TG,778.0,2020,2,7,4,0,1,0,0,0,0,0,1,0
TG,1093.0,2020,2,8,5,0,1,0,0,0,0,0,1,0
TG,1210.0,2020,2,10,0,0,1,0,0,0,0,0,1,0
TG,1248.0,2020,2,11,1,0,1,0,0,0,0,0,1,0
TG,1235.0,2020,2,12,2,0,1,0,0,0,0,0,1,0
TG,1374.0,2020,2,13,3,0,1,0,0,0,0,0,1,0
TG,854.0,2020,2,14,4,0,1,0,0,0,0,0,1,0
TG,1413.0,2020,2,15,5,0,1,0,0,0,0,0,1,0
TG,1643.0,2020,2,17,0,0,1,0,0,0,0,0,1,0
TG,1367.0,2020,2,18,1,0,1,0,0,0,0,0,1,0
TG,2075.0,2020,2,19,2,0,1,0,0,0,0,0,1,0
TG,1733.0,2020,2,20,3,0,1,0,0,0,0,0,1,0
TG,2268.0,2020,2,21,4,0,1,0,0,0,0,0,1,0
TG,2348.0,2020,2,22,5,0,1,0,0,0,0,0,1,0
TG,4554.0,2020,2,24,0,0,1,0,0,0,0,0,1,0
TG,3822.0,2020,2,25,1,0,1,0,0,0,0,0,1,0
TG,3701.0,2020,2,26,2,0,1,0,0,0,0,0,1,0
TG,2800.0,2020,2,28,4,0,1,0,0,0,0,0,1,0
TG,3371.0,2020,3,2,0,0,1,0,0,0,0,0,1,0
TG,1200.0,2020,3,3,1,0,1,0,0,0,0,0,1,0
TG,3620.0,2020,3,4,2,0,1,0,0,0,0,0,1,0
TG,3703.0,2020,3,5,3,0,1,0,0,0,0,0,1,0
TG,4667.0,2020,3,6,4,0,1,0,0,0,0,0,1,0
TG,2781.0,2020,3,9,0,0,1,0,0,0,0,0,1,0
TG,4077.0,2020,3,10,1,0,1,0,0,0,0,0,1,0
TG,4267.0,2020,3,11,2,0,1,0,0,0,0,0,1,0
TG,4550.0,2020,3,13,4,0,1,0,0,0,0,0,1,0
TG,4638.0,2020,3,16,0,0,1,0,0,0,0,0,1,0
TG,3454.0,2020,3,18,2,0,1,0,0,0,0,0,1,0
TG,4575.0,2020,3,19,3,0,1,0,0,0,0,0,1,0
TG,5338.0,2020,3,20,4,0,1,0,0,0,0,0,1,0
TG,5014.0,2020,3,21,5,0,1,0,0,0,0,0,1,0
TG,4634.0,2020,3,23,0,0,1,0,0,0,0,0,1,0
TG,5600.0,2020,3,24,1,0,1,0,0,0,0,0,1,0
TG,4798.0,2020,3,25,2,0,1,0,0,0,0,0,1,0
TG,4951.0,2020,3,26,3,0,1,0,0,0,0,0,1,0
TG,3752.0,2020,3,27,4,0,1,0,0,0,0,0,1,0
TG,4147.0,2020,3,28,5,0,1,0,0,0,0,0,1,0
TG,4338.0,2020,3,30,0,0,1,0,0,0,0,0,1,0
TG,4864.0,2020,3,31,1,0,1,0,0,0,0,0,1,0
TG,5391.0,2020,4,2,3,0,1,0,0,0,0,0,1,0
TG,5453.0,2020,4,3,4,0,1,0,0,0,0,0,1,0
TG,5712.0,2020,4,4,5,0,1,0,0,0,0,0,1,0
TG,5531.0,2020,4,6,0,0,1,0,0,0,0,0,1,0
TG,4562.0,2020,4,7,1,0,1,0,0,0,0,0,1,0
TG,5752.0,2020,4,8,2,0,1,0,0,0,0,0,1,0
TG,6146.0,2020,4,9,3,0,1,0,0,0,0,0,1,0
TG,5584.0,2020,4,10,4,0,1,0,0,0,0,0,1,0
TG,6340.0,2020,4,11,5,0,1,0,0,0,0,0,1,0
TG,5708.0,2020,4,13,0,0,1,0,0,0,0,0,1,0
TG,4952.0,2020,4,14,1,0,1,0,0,0,0,0,1,0
TG,5027.0,2020,4,15,2,0,1,0,0,0,0,0,1,0
TG,4741.0,2020,4,16,3,0,1,0,0,0,0,0,1,0
TG,6080.0,2020,4,17,4,0,1,0,0,0,0,0,1,0
TG,5728.0,2020,4,18,5,0,1,0,0,0,0,0,1,0
TG,5176.0,2020,4,20,0,0,1,0,0,0,0,0,1,0
TG,3246.0,2020,4,21,1,0,1,0,0,0,0,0,1,0
TG,3605.0,2020,4,22,2,0,1,0,0,0,0,0,1,0
TG,3463.0,2020,4,23,3,0,1,0,0,0,0,0,1,0
TG,3323.0,2020,4,24,4,0,1,0,0,0,0,0,1,0
TG,3838.0,2020,4,25,5,0,1,0,0,0,0,0,1,0
TG,5263.0,2020,4,27,0,0,1,0,0,0,0,0,1,0
TG,4358.0,2020,4,28,1,0,1,0,0,0,0,0,1,0
TG,9000.0,2020,4,30,3,1,1,0,0,0,0,0,1,0
TG,5316.0,2020,5,1,4,0,1,0,0,0,0,0,1,0
TG,5000.0,2020,5,2,5,0,1,0,0,0,0,0,1,0
TG,9000.0,2020,5,4,0,0,1,0,0,0,0,0,1,0
TG,10000.0,2020,5,7,3,0,1,0,0,0,0,0,1,0
TG,8000.0,2020,5,9,5,0,1,0,0,0,0,0,1,0
TG,7801.0,2020,5,11,0,0,1,0,0,0,0,0,1,0
TG,8490.0,2020,5,12,1,0,1,0,0,0,0,0,1,0
TG,8694.0,2020,5,14,3,0,1,0,0,0,0,0,1,0
TG,8198.0,2020,5,16,5,0,1,0,0,0,0,0,1,0
TG,7806.0,2020,5,18,0,0,1,0,0,0,0,0,1,0
TG,6157.0,2020,6,5,4,0,1,0,0,0,0,0,1,0
TG,7311.0,2020,6,9,1,0,1,0,0,0,0,0,1,0
TG,7383.0,2020,6,10,2,0,1,0,0,0,0,0,1,0
TG,6580.0,2020,6,16,1,0,1,0,0,0,0,0,1,0
TG,7013.0,2020,6,18,3,0,1,0,0,0,0,0,1,0
TG,6933.0,2020,6,19,4,0,1,0,0,0,0,0,1,0
TG,5629.0,2020,6,22,0,0,1,0,0,0,0,0,1,0
TG,7000.0,2020,6,27,5,0,1,0,0,0,0,0,1,0
TG,7000.0,2020,6,29,0,0,1,0,0,0,0,0,1,0
TG,6909.0,2020,7,1,2,0,1,0,0,0,0,0,1,0
TG,5512.0,2020,7,3,4,0,1,0,0,0,0,0,1,0
TG,7667.0,2020,7,9,3,0,1,0,0,0,0,0,1,0
TG,6388.0,2020,7,10,4,0,1,0,0,0,0,0,1,0
TG,5931.0,2020,7,15,2,0,1,0,0,0,0,0,1,0
TG,7456.0,2020,7,16,3,0,1,0,0,0,0,0,1,0
TG,8667.0,2020,7,17,4,0,1,0,0,0,0,0,1,0
TG,5159.0,2020,7,18,5,0,1,0,0,0,0,0,1,0
TG,6660.0,2020,7,20,0,0,1,0,0,0,0,0,1,0
TG,6815.0,2020,7,25,5,0,1,0,0,0,0,0,1,0
TG,6667.0,2020,7,28,1,0,1,0,0,0,0,0,1,0
TG,9000.0,2020,7,29,2,0,1,0,0,0,0,0,1,0
TG,9000.0,2020,8,3,0,0,1,0,0,0,0,0,1,0
TG,7001.0,2020,8,17,0,0,1,0,0,0,0,0,1,0
TG,10122.0,2020,8,20,3,0,1,0,0,0,0,0,1,0
TG,7082.0,2020,8,26,2,0,1,0,0,0,0,0,1,0
TG,6333.0,2020,8,31,0,0,1,0,0,0,0,0,1,0
TG,6837.0,2020,9,1,1,0,1,0,0,0,0,0,1,0
TG,11333.0,2020,9,3,3,0,1,0,0,0,0,0,1,0
TG,5870.0,2020,9,9,2,0,1,0,0,0,0,0,1,0
TG,5628.0,2020,9,11,4,0,1,0,0,0,0,0,1,0
TG,5412.0,2020,9,12,5,0,1,0,0,0,0,0,1,0
TG,6338.0,2020,9,14,0,0,1,0,0,0,0,0,1,0
TG,5559.0,2020,9,15,1,0,1,0,0,0,0,0,1,0
TG,5510.0,2020,9,16,2,0,1,0,0,0,0,0,1,0
TG,4571.0,2020,9,17,3,0,1,0,0,0,0,0,1,0
TG,4642.0,2020,9,19,5,0,1,0,0,0,0,0,1,0
TG,6280.0,2020,9,21,0,0,1,0,0,0,0,0,1,0
TG,3250.0,2020,9,22,1,0,1,0,0,0,0,0,1,0
TG,5092.0,2020,9,24,3,0,1,0,0,0,0,0,1,0
TG,3133.0,2020,9,26,5,0,1,0,0,0,0,0,1,0
TG,1694.0,2020,9,28,0,0,1,0,0,0,0,0,1,0
TG,1624.0,2020,9,29,1,0,1,0,0,0,0,0,1,0
TG,1220.0,2020,10,5,0,0,1,0,0,0,0,0,1,0
TG,2104.0,2020,10,6,1,0,1,0,0,0,0,0,1,0
TG,1602.0,2020,10,7,2,0,1,0,0,0,0,0,1,0
TG,2034.0,2020,10,8,3,0,1,0,0,0,0,0,1,0
TG,1434.0,2020,10,9,4,1,1,0,0,0,0,0,1,0
TG,1463.0,2020,10,10,5,0,1,0,0,0,0,0,1,0
TG,1443.0,2020,10,12,0,0,1,0,0,0,0,0,1,0
TG,1214.0,2020,10,13,1,0,1,0,0,0,0,0,1,0
TG,1686.0,2020,10,14,2,0,1,0,0,0,0,0,1,0
TG,1617.0,2020,10,15,3,0,1,0,0,0,0,0,1,0
TG,1421.0,2020,10,16,4,0,1,0,0,0,0,0,1,0
TG,1335.0,2020,10,17,5,0,1,0,0,0,0,0,1,0
TG,1312.0,2020,10,19,0,0,1,0,0,0,0,0,1,0
TG,1242.0,2020,10,20,1,0,1,0,0,0,0,0,1,0
TG,1033.0,2020,10,21,2,0,1,0,0,0,0,0,1,0
TG,1276.0,2020,10,22,3,0,1,0,0,0,0,0,1,0
TG,1008.0,2020,10,23,4,0,1,0,0,0,0,0,1,0
TG,1099.0,2020,10,24,5,0,1,0,0,0,0,0,1,0
TG,1237.0,2020,10,26,0,0,1,0,0,0,0,0,1,0
TG,1181.0,2020,10,27,1,0,1,0,0,0,0,0,1,0
TG,996.0,2020,10,28,2,0,1,0,0,0,0,0,1,0
TG,868.0,2020,10,29,3,0,1,0,0,0,0,0,1,0
TG,1044.0,2020,10,30,4,0,1,0,0,0,0,0,1,0
TG,1088.0,2020,10,31,5,0,1,0,0,0,0,0,1,0
TG,997.0,2020,11,2,0,0,1,0,0,0,0,0,1,0
TG,939.0,2020,11,3,1,0,1,0,0,0,0,0,1,0
TG,897.0,2020,11,4,2,0,1,0,0,0,0,0,1,0
TG,1165.0,2020,11,5,3,0,1,0,0,0,0,0,1,0
TG,1300.0,2020,11,6,4,0,1,0,0,0,0,0,1,0
TG,1070.0,2020,11,7,5,0,1,0,0,0,0,0,1,0
TG,928.0,2020,11,9,0,0,1,0,0,0,0,0,1,0
TG,1110.0,2020,11,10,1,0,1,0,0,0,0,0,1,0
TG,907.0,2020,11,11,2,0,1,0,0,0,0,0,1,0
TG,1151.0,2020,11,12,3,0,1,0,0,0,0,0,1,0
TG,1066.0,2020,11,13,4,0,1,0,0,0,0,0,1,0
TG,886.0,2020,11,14,5,0,1,0,0,0,0,0,1,0
TG,1030.0,2020,11,16,0,0,1,0,0,0,0,0,1,0
TG,1023.0,2020,11,17,1,0,1,0,0,0,0,0,1,0
TG,1126.0,2020,11,18,2,0,1,0,0,0,0,0,1,0
TG,1063.0,2020,11,19,3,0,1,0,0,0,0,0,1,0
TG,823.0,2020,11,20,4,0,1,0,0,0,0,0,1,0
TG,1209.0,2020,11,21,5,0,1,0,0,0,0,0,1,0
TG,1333.0,2020,11,23,0,0,1,0,0,0,0,0,1,0
TG,1326.0,2020,11,24,1,0,1,0,0,0,0,0,1,0
TG,1391.0,2020,11,25,2,0,1,0,0,0,0,0,1,0
TG,1439.0,2020,11,26,3,0,1,0,0,0,0,0,1,0
TG,1332.0,2020,11,27,4,0,1,0,0,0,0,0,1,0
TG,1071.0,2020,11,28,5,0,1,0,0,0,0,0,1,0
TG,1232.0,2020,11,30,0,0,1,0,0,0,0,0,1,0
TG,1175.0,2020,12,1,1,0,1,0,0,0,0,0,1,0
TG,1107.0,2020,12,2,2,0,1,0,0,0,0,0,1,0
TG,862.0,2020,12,3,3,0,1,0,0,0,0,0,1,0
TG,1103.0,2020,12,4,4,0,1,0,0,0,0,0,1,0
