item,corporation,location,price,year,dow,is_holiday,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12
TG,A,J,2998.0,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0
TG,A,J,2249.0,2019,1,0,0,1,0,0,0,0,0,0,0,0,0,0
TG,A,J,1672.0,2019,2,0,0,1,0,0,0,0,0,0,0,0,0,0
TG,A,J,3841.0,2019,3,0,0,1,0,0,0,0,0,0,0,0,0,0
TG,A,J,4307.0,2019,4,1,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,J,4538.0,2019,5,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,J,0.0,2019,6,1,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,J,3992.0,2019,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,J,4055.0,2019,1,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,J,4278.0,2019,2,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,J,4165.0,2019,3,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,J,3690.0,2019,4,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,J,4838.0,2019,5,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,J,0.0,2019,6,1,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,J,4217.0,2019,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,J,3904.0,2019,1,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,J,3686.0,2019,2,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,J,3552.0,2019,3,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,J,3573.0,2019,4,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,J,3541.0,2019,5,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,J,0.0,2019,6,1,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,J,3530.0,2019,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,J,3372.0,2019,1,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,J,3609.0,2019,2,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,J,3961.0,2019,3,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,J,4768.0,2019,4,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,J,5408.0,2019,5,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,J,0.0,2019,6,1,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,J,5265.0,2019,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,J,3443.0,2019,1,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,J,3650.0,2019,2,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,J,6215.0,2019,3,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,J,0.0,2019,4,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,J,4774.0,2019,5,0,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,J,0.0,2019,6,1,0,0,1,0,0,0,0,0,0,0,0,0
TG,A,J,8733.0,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,J,3876.0,2019,1,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,J,2533.0,2019,2,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,J,0.0,2019,3,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,J,0.0,2019,4,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,J,0.0,2019,5,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,J,0.0,2019,6,1,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,J,0.0,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,J,0.0,2019,1,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,J,0.0,2019,2,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,J,6667.0,2019,3,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,J,5312.0,2019,4,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,J,6667.0,2019,5,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,J,0.0,2019,6,1,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,J,0.0,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,J,0.0,2019,1,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,J,0.0,2019,2,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,J,0.0,2019,3,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,J,2917.0,2019,4,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,J,0.0,2019,5,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,J,0.0,2019,6,1,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,J,4619.0,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,J,3926.0,2019,1,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,J,2525.0,2019,2,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,J,0.0,2019,3,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,J,0.0,2019,4,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,J,0.0,2019,5,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,J,0.0,2019,6,1,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,J,0.0,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,J,0.0,2019,1,0,0,0,0,1,0,0,0,0,0,0,0,0
TG,A,J,3837.0,2019,2,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,J,0.0,2019,3,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,J,0.0,2019,4,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,J,0.0,2019,5,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,J,0.0,2019,6,1,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,J,3932.0,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,J,0.0,2019,1,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,J,0.0,2019,2,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,J,8841.0,2019,3,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,J,5662.0,2019,4,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,J,5181.0,2019,5,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,J,0.0,2019,6,1,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,J,0.0,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,J,6300.0,2019,1,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,J,8587.0,2019,2,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,J,0.0,2019,3,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,J,8809.0,2019,4,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,J,0.0,2019,5,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,J,0.0,2019,6,1,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,J,0.0,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,J,0.0,2019,1,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,J,0.0,2019,2,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,J,0.0,2019,3,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,J,0.0,2019,4,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,J,0.0,2019,5,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,J,0.0,2019,6,1,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,J,0.0,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,J,0.0,2019,1,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,J,0.0,2019,2,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,J,0.0,2019,3,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,J,0.0,2019,4,0,0,0,0,0,1,0,0,0,0,0,0,0
TG,A,J,7479.0,2019,5,0,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,J,0.0,2019,6,1,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,J,6953.0,2019,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,J,0.0,2019,1,0,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,J,0.0,2019,2,0,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,J,0.0,2019,3,1,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,J,0.0,2019,4,0,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,J,0.0,2019,5,0,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,J,0.0,2019,6,1,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,J,0.0,2019,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,J,0.0,2019,1,0,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,J,0.0,2019,2,0,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,J,0.0,2019,3,0,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,J,0.0,2019,4,0,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,J,0.0,2019,5,0,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,J,0.0,2019,6,1,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,J,0.0,2019,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,J,0.0,2019,1,0,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,J,0.0,2019,2,0,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,J,0.0,2019,3,0,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,J,6292.0,2019,4,0,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,J,0.0,2019,5,0,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,J,0.0,2019,6,1,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,J,0.0,2019,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,J,0.0,2019,1,0,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,J,0.0,2019,2,0,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,J,5580.0,2019,3,0,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,J,0.0,2019,4,0,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,J,0.0,2019,5,0,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,J,0.0,2019,6,1,0,0,0,0,0,1,0,0,0,0,0,0
TG,A,J,0.0,2019,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,J,0.0,2019,1,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,J,0.0,2019,2,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,J,0.0,2019,3,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,J,0.0,2019,4,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,J,5261.0,2019,5,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,J,0.0,2019,6,1,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,J,5424.0,2019,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,J,0.0,2019,1,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,J,0.0,2019,2,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,J,0.0,2019,3,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,J,0.0,2019,4,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,J,0.0,2019,5,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,J,0.0,2019,6,1,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,J,0.0,2019,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,J,0.0,2019,1,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,J,4735.0,2019,2,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,J,4133.0,2019,3,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,J,0.0,2019,4,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,J,0.0,2019,5,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,J,0.0,2019,6,1,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,J,6163.0,2019,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,J,5745.0,2019,1,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,J,0.0,2019,2,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,J,0.0,2019,3,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,J,0.0,2019,4,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,J,5897.0,2019,5,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,J,0.0,2019,6,1,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,J,0.0,2019,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,J,0.0,2019,1,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,J,0.0,2019,2,0,0,0,0,0,0,0,1,0,0,0,0,0
TG,A,J,0.0,2019,3,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,J,4885.0,2019,4,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,J,0.0,2019,5,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,J,0.0,2019,6,1,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,J,4667.0,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,J,0.0,2019,1,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,J,0.0,2019,2,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,J,5672.0,2019,3,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,J,0.0,2019,4,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,J,2468.0,2019,5,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,J,0.0,2019,6,1,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,J,0.0,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,J,4824.0,2019,1,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,J,0.0,2019,2,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,J,3934.0,2019,3,1,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,J,0.0,2019,4,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,J,0.0,2019,5,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,J,0.0,2019,6,1,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,J,0.0,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,J,0.0,2019,1,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,J,0.0,2019,2,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,J,0.0,2019,3,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,J,0.0,2019,4,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,J,0.0,2019,5,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,J,0.0,2019,6,1,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,J,0.0,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,J,0.0,2019,1,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,J,3391.0,2019,2,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,J,0.0,2019,3,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,J,4438.0,2019,4,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,J,4319.0,2019,5,0,0,0,0,0,0,0,0,1,0,0,0,0
TG,A,J,0.0,2019,6,1,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,J,5728.0,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,J,2652.0,2019,1,0,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,J,5545.0,2019,2,0,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,J,3834.0,2019,3,0,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,J,0.0,2019,4,0,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,J,3325.0,2019,5,0,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,J,0.0,2019,6,1,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,J,5947.0,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,J,3580.0,2019,1,0,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,J,3667.0,2019,2,0,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,J,3750.0,2019,3,1,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,J,0.0,2019,4,1,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,J,0.0,2019,5,1,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,J,0.0,2019,6,1,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,J,3400.0,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,J,1900.0,2019,1,0,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,J,0.0,2019,2,0,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,J,0.0,2019,3,0,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,J,0.0,2019,4,0,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,J,2800.0,2019,5,0,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,J,0.0,2019,6,1,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,J,0.0,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,J,2800.0,2019,1,0,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,J,1900.0,2019,2,0,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,J,0.0,2019,3,0,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,J,0.0,2019,4,0,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,J,0.0,2019,5,0,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,J,0.0,2019,6,1,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,J,2164.0,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TG,A,J,1719.0,2019,1,0,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,J,1439.0,2019,2,0,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,J,1137.0,2019,3,1,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,J,0.0,2019,4,0,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,J,1585.0,2019,5,0,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,J,0.0,2019,6,1,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,J,1419.0,2019,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,J,1471.0,2019,1,0,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,J,1654.0,2019,2,1,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,J,1428.0,2019,3,0,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,J,1514.0,2019,4,0,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,J,1930.0,2019,5,0,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,J,0.0,2019,6,1,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,J,1208.0,2019,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,J,1137.0,2019,1,0,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,J,947.0,2019,2,0,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,J,1167.0,2019,3,0,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,J,1568.0,2019,4,0,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,J,1530.0,2019,5,0,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,J,0.0,2019,6,1,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,J,1349.0,2019,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,J,1412.0,2019,1,0,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,J,1011.0,2019,2,0,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,J,1607.0,2019,3,0,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,J,948.0,2019,4,0,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,J,952.0,2019,5,0,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,J,0.0,2019,6,1,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,J,1054.0,2019,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,J,792.0,2019,1,0,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,J,853.0,2019,2,0,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,J,644.0,2019,3,0,0,0,0,0,0,0,0,0,0,1,0,0
TG,A,J,866.0,2019,4,0,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,J,859.0,2019,5,0,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,J,0.0,2019,6,1,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,J,780.0,2019,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,J,859.0,2019,1,0,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,J,797.0,2019,2,0,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,J,934.0,2019,3,0,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,J,897.0,2019,4,0,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,J,1143.0,2019,5,0,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,J,0.0,2019,6,1,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,J,1036.0,2019,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,J,943.0,2019,1,0,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,J,927.0,2019,2,0,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,J,969.0,2019,3,0,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,J,897.0,2019,4,0,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,J,876.0,2019,5,0,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,J,0.0,2019,6,1,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,J,848.0,2019,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,J,602.0,2019,1,0,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,J,878.0,2019,2,0,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,J,1202.0,2019,3,0,0,0,0,0,0,0,0,0,0,0,1,0
TG,A,J,1267.0,2019,4,0,0,0,0,0,0,0,0,0,0,0,1,0
